,index,pol,mean_sigma0,std_sigma0,mean_sigma0_dB,std_sigma0_dB
0,0,VV,0.03972919034080556,0.020161986638208312,,
1,0,VH,0.0006506178845071205,0.0017614008022297937,,
2,42572,VV,0.04543232599464534,0.0235884174001338,,
3,42572,VH,0.0005459717411434664,0.002498768923411549,,
4,1,VV,0.014337864902144979,0.008608327463563449,,
5,1,VH,0.00013751170412514504,0.0015558917521434155,,
6,42574,VV,0.0005246071691106058,0.0022806847209396602,,
7,42574,VH,0.00014777083333316693,0.0023152566752438104,,
8,2,VV,0.029562144177329268,0.015374054511166114,,
9,2,VH,0.0002767271824011581,0.0016318296562769234,,
10,42576,VV,0.0013756542029194506,0.002666539880757038,,
11,42576,VH,0.00019327179170147718,0.0023915609313043297,,
12,3,VV,0.016464446071739122,0.009913231270646403,,
13,3,VH,0.00017841036925643925,0.001530774877159955,,
14,42578,VV,0.0019257293590367803,0.00300914001373096,,
15,42578,VH,0.00018159933712906255,0.002299039503305518,,
16,4,VV,0.0004507450082342866,0.0024588374101344244,,
17,4,VH,0.00010079430105695452,0.001530423932058054,,
18,42580,VV,0.022881883522068113,0.013965741272121177,,
19,42580,VH,0.0002780628321545862,0.002358683978686448,,
20,5,VV,0.02285335650117597,0.013331583286752172,,
21,5,VH,0.00042110018965645714,0.0017013270999608372,,
22,42583,VV,0.04272629114204207,0.024660327165035332,,
23,42583,VH,0.00042617158316250405,0.002498724116144383,,
24,6,VV,0.01210690776111991,0.007852839155385828,,
25,6,VH,0.0001340579138991895,0.001553669020728399,,
26,42585,VV,0.025201182083543786,0.01471507538146984,,
27,42585,VH,0.0002523494644029671,0.002387835221150508,,
28,7,VV,0.0268994778184224,0.01438608487229855,,
29,7,VH,0.00031625767017727925,0.0016882662768115402,,
30,42587,VV,0.03551962914257454,0.018805321068316935,,
31,42587,VH,0.0003825367983803332,0.002488168715871508,,
32,8,VV,0.015858243886244298,0.008855666705816468,,
33,8,VH,0.00027381246638292226,0.0015722801187300541,,
34,42589,VV,0.03505269514662422,0.018749255402642367,,
35,42589,VH,0.00037408231643295484,0.002380942096987688,,
36,9,VV,0.028297966288820555,0.015130656048921217,,
37,9,VH,0.0003787583942155504,0.0016557097036076674,,
38,42591,VV,0.036379529847914906,0.019584408345749236,,
39,42591,VH,0.00027211533198032465,0.002385060396025169,,
40,10,VV,0.02000102766906619,0.01102754372218059,,
41,10,VH,0.00024521763402793627,0.0015786016655079654,,
42,42594,VV,0.0387491239824712,0.020352374013844526,,
43,42594,VH,0.00041219985228888544,0.0024053882997242234,,
44,11,VV,0.008613112158746114,0.0059134139873166375,,
45,11,VH,0.00010472058259181516,0.00154494380865431,,
46,42597,VV,0.03127464332400766,0.01670153919213056,,
47,42597,VH,0.00031980851675937475,0.0024200564587062495,,
48,12,VV,0.010917914104347087,0.006606741202432557,,
49,12,VH,9.939290082168233e-05,0.00156076015835725,,
50,42599,VV,0.020345591539366128,0.011618557110223639,,
51,42599,VH,0.0003106053055123194,0.002397978905061606,,
52,13,VV,0.014603258099476766,0.00890571842874909,,
53,13,VH,0.00011988012516355244,0.001543507092301799,,
54,42601,VV,0.021200834261777112,0.012378182522504536,,
55,42601,VH,0.00026529045286725596,0.0024117639059282915,,
56,14,VV,0.012439589633709659,0.008047074346846641,,
57,14,VH,0.00010206701067949347,0.0015529188557173222,,
58,42604,VV,0.03662592525975215,0.021071119271962535,,
59,42604,VH,0.000392135073050799,0.0024608806210010296,,
60,15,VV,0.020098570139484306,0.011477910043326064,,
61,15,VH,0.0004158933029599757,0.0016730782843517723,,
62,42606,VV,0.03343287370344144,0.01800066295162587,,
63,42606,VH,0.0004799597527193918,0.002472321108977706,,
64,16,VV,0.05016349777256384,0.025280141948074944,-13.574304980331222,2.3530317409374684
65,16,VH,0.0009596458031493958,0.00196503675338261,,
66,42609,VV,0.027945174742405366,0.015039004437722055,,
67,42609,VH,0.00044306510087897057,0.0025044297104020296,,
68,51447,VV,0.028011282257081046,0.01508960076875697,,
69,51447,VH,0.00042296624439329346,0.0024997960974070745,,
70,17,VV,0.06712061198570753,0.037190828166004296,,
71,17,VH,0.0008357098585462939,0.0018856253648940088,,
72,42612,VV,0.09918150640998587,0.05516139410867041,-10.691089444947208,2.4793581841055663
73,42612,VH,0.0007256735065590207,0.002601379686361574,,
74,44250,VV,0.06858969369678153,0.03758022148788794,-12.286709864786667,2.469295105989433
75,44250,VH,0.0008636478575379285,0.001881795151763695,,
76,51451,VV,0.09971239253622124,0.05518685018765565,-10.665062423953456,2.476313738494221
77,51451,VH,0.0007119661274026482,0.0025939486191433993,,
78,18,VV,0.02057994387481918,0.011738007283015339,,
79,18,VH,0.00022501248639548625,0.0015713686237232363,,
80,42614,VV,0.03164751243086908,0.018494947064604486,,
81,42614,VH,0.0003318600784253432,0.0024022788645836272,,
82,44251,VV,0.020261122918462163,0.01157366531787953,,
83,44251,VH,0.00024223083967322498,0.0015737094731858056,,
84,51453,VV,0.03183120191801215,0.018559607708158152,,
85,51453,VH,0.00033401181659674996,0.002399568509792157,,
86,19,VV,0.06649089677717672,0.03516930834989067,-12.379009854312912,2.3869409289707137
87,19,VH,0.0007647843239931186,0.0018759102739800717,,
88,42616,VV,0.08693756821845991,0.046287025111472535,-11.223476507902884,2.4094908809806395
89,42616,VH,0.0006171101730038837,0.002679245111274977,,
90,44252,VV,0.06639907558529375,0.03527997616455531,-12.389160023293906,2.3947683058257243
91,44252,VH,0.0007904714866071407,0.0018841076834542373,,
92,51455,VV,0.08714481226379356,0.04626086826207628,-11.209537102055359,2.401791261478894
93,51455,VH,0.0006064050116346605,0.0026750885091620154,,
94,20,VV,0.018527573927228362,0.010814251335983637,,
95,20,VH,0.00014842365352287745,0.001566329826674286,,
96,42618,VV,0.02559800357884641,0.016024439779004702,,
97,42618,VH,0.0003254952987089166,0.0024595997872725634,,
98,44253,VV,0.01850895682655845,0.010719162449073455,,
99,44253,VH,0.00016908408634403455,0.0015546442316045465,,
100,51457,VV,0.0251954097607178,0.01587054324876919,,
101,51457,VH,0.0003037634161080841,0.0024419799650542934,,
102,21,VV,0.008483316077224419,0.006248541753200543,,
103,21,VH,0.0001809428144732645,0.0015407053749545538,,
104,42620,VV,0.05049645010802061,0.02580715140626085,,
105,42620,VH,0.0005932336653401985,0.002455199671221156,,
106,44254,VV,0.007972732934271929,0.006158636829131415,,
107,44254,VH,0.0001728965783604761,0.0015309978472554842,,
108,51459,VV,0.05076219498734157,0.026004251182332818,,
109,51459,VH,0.000584354886872147,0.0024516349050931665,,
110,22,VV,0.013357324623867559,0.008005384354635409,,
111,22,VH,0.00014257253215144977,0.0015672938204344719,,
112,42622,VV,0.03258045283259684,0.018425072837214215,,
113,42622,VH,0.00024423751735145146,0.002358120217634611,,
114,44255,VV,0.013361831442956669,0.007969481355464379,,
115,44255,VH,0.00014505848572745546,0.0015482904027623087,,
116,51461,VV,0.03258015214632739,0.018331619011931234,,
117,51461,VH,0.000244553190138267,0.0023564597012260954,,
118,23,VV,0.009204346982564934,0.0050852627021376285,,
119,23,VH,0.00013954200236161363,0.0006592394741923556,,
120,24,VV,0.027777339553215298,0.015684198630551063,,
121,24,VH,0.000714959120743191,0.0019453886914680486,,
122,25,HH,0.19025546701662438,0.06124689583467378,-7.427074794817967,1.3934519173625965
123,25,HV,0.0014647701676367732,0.0007618472330074196,,
124,1499,HH,0.030065874912954035,0.00930873786015946,-15.422514583670843,1.3352352995696184
125,1499,HV,0.0007104174527653487,0.000347404416202577,,
126,40885,HH,0.05197953539790122,0.017543795794926677,-13.08217892996053,1.4551456818136137
127,40885,HV,0.0007828414968374192,0.0004228204363074317,,
128,26,VV,0.03528010396306478,0.019172257480679984,-15.156922716215554,2.4258248542362533
129,26,VH,0.0011734436755738297,0.001055943069550116,,
130,27,HH,0.030272779229269214,0.009564891692750412,-15.402181100094438,1.3705173941358935
131,27,HV,0.0007701927882204194,0.000427761360574967,,
132,28,HH,0.02525880282450294,0.007862412404498562,-16.19007895897534,1.3855193586084658
133,28,HV,0.0003746511243113488,0.0003149515142340259,,
134,1504,HH,0.011939639715329435,0.003706466903348175,-19.4473982073818,1.4049596114036196
135,1504,HV,0.0005706011039849629,0.00038332223797259824,,
136,40889,HH,0.009799374843710724,0.0034051433373757595,-20.34510838427692,1.508761516552837
137,40889,HV,0.0002605715563102695,0.000259226682452091,,
138,29,VV,0.010095708992314616,0.00548407866499662,,
139,29,VH,0.00020868669667700789,0.0007016722239038507,,
140,30,HH,0.6966119271898668,0.1702471192357048,-1.6992878955706212,1.067056798767698
141,30,HV,0.001275955689705608,0.0007629023899000415,,
142,1508,HH,0.04998159954233526,0.015670005677786463,-13.228660616206886,1.3941567532743069
143,1508,HV,0.0004531024100431408,0.0005475035307256062,,
144,40892,HH,0.15905689609622972,0.04755359085886128,-8.18319152820467,1.3367469812006396
145,40892,HV,0.0011188808979573327,0.0006342980990903345,,
146,31,HH,0.10236363618987297,0.027529978855257133,-10.055636577286341,1.1785337689917639
147,31,HV,0.0005316910881453127,0.0007533845635914545,,
148,32,HH,0.0026186553936142364,0.0011288890944861282,-26.229497701720128,1.948010396618291
149,32,HV,-5.472591155688439e-06,0.00014604705567173196,,
150,33,VV,0.005524033670483786,0.004154732883898753,,
151,33,VH,0.00013914660824851914,0.0016630275136152162,,
152,34,VV,0.019446061240302646,0.010485064706130892,,
153,34,VH,-0.0001781449354008279,0.0012216434166286846,,
154,35,HH,0.0032528223868891174,0.0011450832826316348,-25.15394804756492,1.585573625353736
155,35,HV,3.260401977909344e-05,0.00018144803621538083,,
156,24156,HH,0.05217967698853457,0.013405801456370317,-12.97079396169552,1.139961734600736
157,24156,HV,0.00011686110584209722,0.000655061263519441,,
158,36,HH,0.09441997444964001,0.030278189923626,-10.472834460287716,1.4115202385908288
159,36,HV,0.0009369848053152575,0.0005592529510222101,,
160,1511,HH,0.014863161365144473,0.004713012724832245,-18.503266219084107,1.426194129348223
161,1511,HV,0.000581625282531901,0.0002898369398675022,,
162,40897,HH,0.02101183196716701,0.006536248162078901,-16.986924984470267,1.3726786760536753
163,40897,HV,0.0005105012013696035,0.00033184630483672304,,
164,37,VV,0.0070222553562181034,0.0039003709678761943,,
165,37,VH,0.0002601297823207499,0.0005862798335374164,,
166,38,HH,0.0076230028913624,0.00343267765669156,-21.58907906390206,1.8991234979905258
167,38,HV,-2.7945201067774044e-05,0.00017743927012464807,,
168,39,HH,0.008424517445511207,0.002839863690107747,-20.996995035824842,1.5103680836234654
169,39,HV,0.0001091430969726219,0.0002207975279256667,,
170,1516,HH,0.001338519048639479,0.0006053497514878,,
171,1516,HV,-7.340173679662468e-06,0.00019260637769621627,,
172,40901,HH,0.004857474066604844,0.0022874643098240188,-23.612927408737928,2.0734068066533298
173,40901,HV,0.00014443614718178213,0.00024984099047765484,,
174,40,VV,0.019785399869040838,0.01212348448081321,,
175,40,VH,0.00020034139965686938,0.0006901413113301928,,
176,41,HH,0.27391130312010187,0.07136024873681684,-5.770023410660168,1.133622153485436
177,41,HV,0.0003240050982908147,0.00053413714424011,,
178,1520,HH,0.004650846672508951,0.003242722748827729,,
179,1520,HV,-0.00012258969194902723,0.00038005831836558976,,
180,40904,HH,0.05615681936811135,0.01750220522052913,-12.718776362852758,1.3799961521428687
181,40904,HV,0.0001572154385163689,0.0003689480714505446,,
182,42,HH,0.04666831879529481,0.01266486034066883,-13.470122164915631,1.1926063579845645
183,42,HV,-0.00012567944138162717,0.0005473164358087774,,
184,43,HH,0.006743951180667261,0.002394457694737634,-21.97846085361644,1.543690795954024
185,43,HV,0.0003403247713948731,0.00025810682400996944,,
186,44,VV,0.044453699445884204,0.024702845838211838,,
187,44,VH,0.0017510468540760358,0.0024424221971638686,,
188,45,VV,0.0280296033345249,0.015468368413429062,,
189,45,VH,0.00033169979499282637,0.0015270928945560645,,
190,46,HH,0.010580315184761468,0.004035060461971189,-20.06815932938821,1.6737601836638467
191,46,HV,0.0005322705289188699,0.00036051837489161747,,
192,24166,HH,0.08918462095333356,0.02401213308233407,-10.652173924042367,1.1675078531556369
193,24166,HV,0.0006782909685434772,0.0007621181640572648,,
194,47,HH,0.079919302070891,0.02835807808299786,-11.236456810466924,1.5183704336998896
195,47,HV,0.0008528414642184593,0.0005223414662436866,,
196,1523,HH,0.004404970533655633,0.0015128754520736883,-23.82221916921629,1.538009525822051
197,1523,HV,8.66906398975117e-05,0.0001574319048643742,,
198,40909,HH,0.012482860695871153,0.004344911585507422,-19.300631871877037,1.5387420590590435
199,40909,HV,0.00021953438976059965,0.00024213504111420884,,
200,48,HH,0.00518956239050534,0.0017877465651100943,-23.112965639566553,1.5472598270249525
201,48,HV,-4.480854474677058e-05,0.0001763487544115943,,
202,49,HH,0.040450217934418234,0.013453427277240387,-14.169023055418593,1.4565399754394937
203,49,HV,0.0007042173748765201,0.00039185431259541,,
204,1528,HH,0.012838123363526315,0.004384915248938311,-19.16644148428125,1.4969777970784568
205,1528,HV,0.0005693281621040121,0.0003831949851786396,,
206,40913,HH,0.032053639820342573,0.010726300945795384,-15.18072025329159,1.4584163984656984
207,40913,HV,0.0014842897896706335,0.0006407362208466815,,
208,50,VV,0.018235205124709712,0.009646388567511975,,
209,50,VH,0.00017191007622937855,0.0006865394301787716,,
210,51,HH,0.3082726312953478,0.07876770295121009,-5.2515727511086405,1.1141774971858691
211,51,HV,0.00014960094070704997,0.0005139748299365117,,
212,1532,HH,0.03202861724894825,0.010311166968440465,-15.16798571190051,1.4078146915371328
213,1532,HV,0.0002035097746052955,0.00047662010300593205,,
214,40916,HH,0.06466105628029338,0.021159547587582584,-12.121520746446656,1.4179543741341274
215,40916,HV,8.672907586827929e-05,0.00035202117016489194,,
216,52,HH,0.11227585967483242,0.029128918111758564,-9.641072657433622,1.1231060364069638
217,52,HV,0.0006301577228029402,0.0007261461930946988,,
218,53,HH,0.008199646590049499,0.0027143174150540002,-21.103371340093908,1.471232744988925
219,53,HV,0.00020313666734480567,0.00020647503131123113,,
220,54,VV,0.028689365357313146,0.015948928131356375,,
221,54,VH,0.0004096609357857751,0.001780656423861682,,
222,55,VV,0.08422655406652767,0.04237477702928886,-11.295256170628571,2.263547956234269
223,55,VH,0.0005423511418029882,0.0015937386181223135,,
224,56,HH,0.004828805193063943,0.0015836377338360507,-23.40133518658678,1.4723800853861007
225,56,HV,0.00019562759854399082,0.0002273826025156333,,
226,24176,HH,0.08888546626611185,0.02181756439625162,-10.643139936804463,1.0777978163989426
227,24176,HV,0.0004138623437343463,0.0007018297617103892,,
228,57,HH,0.06742583920174296,0.021009465313991622,-11.922590572414547,1.3714157263542017
229,57,HV,0.0005102906512351085,0.00041024180082016397,,
230,1535,HH,0.013864006198876377,0.004420180321647806,-18.799259040036485,1.3904569909803715
231,1535,HV,0.0005974824979546577,0.00031615464196372016,,
232,40921,HH,0.021275274327042792,0.006826305903778253,-16.942893592139395,1.4032701886389625
233,40921,HV,0.000691776039766221,0.0003851209060723051,,
234,58,VV,0.00018121940576096973,0.0005488280144740941,,
235,58,VH,8.561513485475535e-05,0.0005167399214942356,,
236,60,VV,0.12312688322275553,0.0621985526866249,-9.6485978958223,2.265179704371097
237,60,VH,0.0012068711364813874,0.001583276412010894,,
238,61,VV,0.04988274783532235,0.026025420910624472,-13.611831312942549,2.348622447453473
239,61,VH,0.000912241954201116,0.001063401987044265,,
240,62,VV,0.004576132968865922,0.0026081324020934722,,
241,62,VH,0.00014005587983057348,0.0004461413179455141,,
242,63,VV,0.04323554699039534,0.023249176614063727,,
243,63,VH,0.0009717391705797968,0.002119489977537866,,
244,64,VV,0.038859323830706845,0.01999874405630783,-14.70386881558818,2.395105998750117
245,64,VH,4.5022804880772244e-05,0.001336888670043576,,
246,65,VV,0.028848825892252232,0.01449393296779861,-15.962461679551344,2.3101546023669584
247,65,VH,0.0003231021236492276,0.0006704071194510445,,
248,66,VV,0.014248480442487776,0.007193696453987342,,
249,66,VH,0.0004298944685980586,0.0006746962207730865,,
250,68,VV,0.01547731826352768,0.008331298879422392,,
251,68,VH,3.147185681724802e-05,0.0009732010904337937,,
252,69,VV,0.01043284247933142,0.0056205264961083625,,
253,69,VH,3.8105813481452185e-05,0.0006050592984339848,,
254,70,VV,0.011945288070772444,0.006169686343388654,,
255,70,VH,0.00032978557571320424,0.0005476995051074677,,
256,71,VV,0.057637262010489805,0.030827432627902256,-13.021086856710113,2.440909931828956
257,71,VH,0.000906975030967667,0.0020503689818346135,,
258,72,VV,0.07197975521134738,0.03745222688004835,-12.00893484804775,2.326365063516094
259,72,VH,0.0009979330484632465,0.0017784303228715844,,
260,73,VV,0.03998427593023785,0.020975378237344904,-14.579684029279779,2.3669781660090576
261,73,VH,0.0005081500007240348,0.0007661206674880183,,
262,74,VV,0.012277151714895239,0.0065355516939073445,,
263,74,VH,0.0006463785661727216,0.0007725251849461858,,
264,76,VV,0.0042832099359681585,0.0044015366902178605,,
265,76,VH,-0.00034065827228885496,0.0009107685402604432,,
266,77,VV,0.013693915929331217,0.0073810864029666915,,
267,77,VH,0.0004218821181520927,0.0007949700772570768,,
268,78,VV,0.008370307245849815,0.004546348377335412,,
269,78,VH,0.00020555766949848224,0.00048242522021297056,,
270,79,VV,0.014409436403113696,0.008326615745541461,,
271,79,VH,0.00028174838889766235,0.0018099225355496845,,
272,80,VV,0.013541712127224959,0.007738189088565402,,
273,80,VH,-0.00014593408670945924,0.0012371643266115753,,
274,81,VV,0.0068354896755265775,0.003782477743995866,,
275,81,VH,2.5963209147031862e-05,0.000506006492035965,,
276,82,VV,0.006467978050125575,0.003815747150358514,,
277,82,VH,0.0001990906515226879,0.000564944997293908,,
278,84,VV,0.014519228124144735,0.008140171258535715,,
279,84,VH,1.7018956795166447e-05,0.0010587118916211917,,
280,85,VV,0.008668172408385848,0.005011394662274983,,
281,85,VH,9.405129624335141e-05,0.0006442284164312186,,
282,86,VV,0.01976422899633397,0.010070056215532109,-17.61902310037116,2.340707609064213
283,86,VH,0.0006148300563596604,0.0006651279056914288,,
284,87,VV,0.019214977815300377,0.010992280751393508,,
285,87,VH,-4.9069941023388926e-05,0.0013321466175396704,,
286,88,VV,0.017444595763402033,0.009442436262003386,,
287,88,VH,0.00030736081568784443,0.0006449802827916219,,
288,89,VV,0.006410390583907448,0.003480636780440011,,
289,89,VH,0.00018894181171723472,0.000576468159750661,,
290,91,VV,0.03383799694871712,0.017328487520132385,,
291,91,VH,0.00010657588226617813,0.0010481784250667128,,
292,92,VV,0.0007061563609215651,0.0012191143201696927,,
293,92,VH,-0.00013891126728951512,0.0005256428099190203,,
294,93,VV,0.014463686029682633,0.008019372499384538,,
295,93,VH,0.00038984455610697864,0.0005818592442552076,,
296,94,VV,0.1309233124168445,0.08313519674009898,-9.648993915564446,2.754745922904682
297,94,VH,0.0017851223820356111,0.0025003453753844975,,
298,95,VV,0.04097086137798818,0.022541044011388848,,
299,95,VH,0.00017777069336451633,0.001397209161796253,,
300,96,VV,0.06132953936297747,0.032273172719916136,-12.718962881886318,2.351187908696043
301,96,VH,0.0006086088424203302,0.0007852424291918762,,
302,97,VV,0.01936760047428497,0.010087638224182113,-17.736713801368193,2.4036066600915116
303,97,VH,0.0005379679377168664,0.0007337909324936121,,
304,99,VV,0.03803161270670762,0.020276589778108953,-14.824087574057005,2.4486533339218193
305,99,VH,0.0005338175390733585,0.001266962559613708,,
306,100,VV,0.008250709827106016,0.004436875459578826,,
307,100,VH,-3.960619794264831e-05,0.0005878586945886689,,
308,101,VV,0.01714073091317318,0.008626872901571814,-18.229858838232094,2.33001796005895
309,101,VH,0.0003254661501651051,0.0005455119214280899,,
310,102,VV,0.04674116806723712,0.02412796280890138,,
311,102,VH,0.0007122265015860449,0.0019848669896952538,,
312,103,VV,0.022043711889157616,0.01133889072061429,,
313,103,VH,-0.0001800370078198927,0.0012451968446641436,,
314,104,VV,0.008036141114767149,0.004352710477775364,,
315,104,VH,-6.532121178797922e-05,0.0004908346193216712,,
316,105,VV,0.012538980065136063,0.0065562068026718285,,
317,105,VH,0.0004594375605481967,0.0006879370503699078,,
318,107,VV,0.02819817992604056,0.015642149850572804,,
319,107,VH,0.0005108552652884958,0.0012402186332625713,,
320,108,VV,0.01653235831092305,0.008703776208385293,,
321,108,VH,0.0006709996361167678,0.0009311062159661505,,
322,109,VV,0.02059846898499691,0.010773898847753632,-17.46210221296137,2.375748521385972
323,109,VH,0.00044674132992121774,0.0006053688667876356,,
324,110,VV,0.08488790534200567,0.047171524119258394,-11.363354047284425,2.4685787113933473
325,110,VH,0.0013117147075066508,0.002295787886568614,,
326,111,VV,0.029360398144126682,0.01507977482162665,,
327,111,VH,3.984120203693206e-05,0.0013320392045579799,,
328,79602,VV,0.01128973208760874,0.005781500255154883,,
329,79602,VH,0.00016151901747304354,0.0005418478936499884,,
330,112,VV,0.007177130607695307,0.003966064391646305,,
331,112,VH,-2.398219201855935e-05,0.0004966161077297499,,
332,113,VV,0.009603776271872005,0.005003409890174509,,
333,113,VH,0.0002101381485296169,0.0005729701373487926,,
334,115,VV,0.02581991629352754,0.013082759165835825,,
335,115,VH,0.0004110261569020525,0.0007909397935972342,,
336,79606,VV,0.018396896259177408,0.010582799552723933,,
337,79606,VH,0.0002035156027837326,0.001809040834252413,,
338,116,VV,0.04936736517792788,0.025346215741589923,-13.629324890445517,2.2829746987701403
339,116,VH,0.0010687339248422452,0.000898158581792344,,
340,117,VV,0.04839528983598961,0.026705812046783604,,
341,117,VH,0.0011825840675470367,0.002199594659431821,,
342,118,VV,0.043402299009825035,0.021672701656402234,-14.184784025285923,2.3079694853816703
343,118,VH,0.0002522994404618702,0.0014832802741960392,,
344,79609,VV,0.029010678480616565,0.0146637826089291,-15.940548202585589,2.3060813779755907
345,79609,VH,0.00045414362552695413,0.0007058681141175304,,
346,119,VV,0.007869881103791079,0.004245691868044578,,
347,119,VH,-5.531350650241969e-06,0.0005050918413526403,,
348,120,VV,0.005723081104228844,0.0031209717882044814,,
349,120,VH,0.00019013778310805656,0.0005616949622830287,,
350,122,VV,0.02212105028256986,0.011882440562415449,,
351,122,VH,2.268851089034108e-05,0.0010707164008928497,,
352,79613,VV,0.006138170095155406,0.00344144172175932,,
353,79613,VH,7.0914995606858924e-06,0.0004318977234226253,,
354,123,VV,0.033714069263261634,0.01904254170694844,,
355,123,VH,0.0004081498334794812,0.0008245639879800932,,
356,79614,VV,0.03488556660639856,0.021943290153788438,,
357,79614,VH,0.00043681125987978333,0.0019655457342970107,,
358,124,VV,0.028499096751068438,0.015203105678436458,-16.056224490309482,2.3694159036062
359,124,VH,0.0005457752601450757,0.0006336606330742687,,
360,125,VV,0.018575917822600152,0.01077719210623321,,
361,125,VH,0.0003119746212416802,0.0018503549552662684,,
362,126,VV,0.029113508884457306,0.014691012899004052,-15.923164220961555,2.3084634847943137
363,126,VH,0.0002923232248504268,0.0006603731444684037,,
364,127,VV,0.009411062764582515,0.0051129410852807245,,
365,127,VH,0.00022370133250900203,0.0005825594728352158,,
366,129,VV,0.012821498498616838,0.007082618334323696,,
367,129,VH,-0.00012972740921789744,0.0009953056351857592,,
368,79620,VV,0.013444745611407233,0.006857077180644009,,
369,79620,VH,0.0001310677402996549,0.0004837771229271002,,
370,130,VV,0.008164640654487259,0.004420976919804314,,
