,index,pol,mean_sigma0,std_sigma0,mean_sigma0_dB,std_sigma0_dB
734,231,HH,0.10817669867570431,0.026570296321685297,-9.789551066922048,1.0731082234599152
735,231,HV,0.00075335629736639,0.0007625218003698544,,
736,232,HH,0.009890106338095813,0.003335706620772634,-20.29995124526874,1.5086172215031268
737,232,HV,0.000751176027695143,0.00039007234377775186,,
738,233,VV,0.06157156784763677,0.03350042632123736,-12.750244439456022,2.466379996439667
739,233,VH,0.002309373391649084,0.0027432784725492784,,
740,234,VV,0.023480489992467823,0.012607259904790098,,
741,234,VH,0.0001053596941406797,0.0013223963206944144,,
742,235,HH,0.009996888338032766,0.00355222833083311,-20.281652557054407,1.592505226146232
743,235,HV,0.0002656721376074906,0.0002604295913063259,,
744,24338,HH,0.05050583366731892,0.014869145613501576,-13.148736952831253,1.2629013260312272
745,24338,HV,9.399904719054401e-05,0.0006477642806417348,,
746,236,HH,0.11129631980052462,0.03954568689756331,-9.79569615104937,1.5073248957955292
747,236,HV,0.0012467303659966886,0.0007071583257542848,,
748,41092,HH,0.02114910475388979,0.007169685526689075,-17.000156364810223,1.5066252962741602
749,41092,HV,0.0005521707000468041,0.0003567316806330367,,
750,237,VV,0.034541295410940254,0.01752052081017128,-15.180648556087304,2.297699605973367
751,237,VH,0.0008377972093340029,0.0008609467634465809,,
752,238,HH,0.013310666642160407,0.004297077954583793,-18.98546878711328,1.424797367377465
753,238,HV,0.00023264849834743172,0.0002710332217622107,,
754,239,HH,0.018081958705498412,0.0054294518157648325,-17.62870688786599,1.3430167309053664
755,239,HV,0.00016774374505669563,0.00023510041982312117,,
756,24343,HH,0.01168010396675175,0.015384667639811571,-21.508779414656733,3.9162122204095837
757,24343,HV,0.0024897085706325262,0.004247997467048884,,
758,240,VV,0.013860166524928585,0.007305893253043533,,
759,240,VH,0.0004777791251906926,0.0008330398263283592,,
760,241,HH,0.28982773662393524,0.07072702363503411,-5.5122663721163665,1.0942242930583712
761,241,HV,0.00019789512503053228,0.0005264774966470923,,
762,41098,HH,0.09820020605598094,0.032050496124680174,-10.308006891714118,1.4267023107810743
763,41098,HV,0.0003627387106064545,0.0004403415789693499,,
764,242,HH,0.05527715894785496,0.014951399942071132,-12.730654851827548,1.1688496439717597
765,242,HV,0.00015159857110725488,0.0006458628871538689,,
766,243,HH,0.010825940453665013,0.0032516567936621997,-19.85538876485457,1.3420790887276168
767,243,HV,0.00029127151959864635,0.0002218566940142226,,
768,244,VV,0.020863725489126458,0.01115656732972848,,
769,244,VH,0.00031820082582032953,0.0017480878840729133,,
770,245,VV,0.029403004881953614,0.015564245493160865,,
771,245,VH,5.264417508644473e-05,0.001355017438273594,,
772,246,HH,0.004327069813403274,0.0014062758230365868,-23.872154169296994,1.4557760750930748
773,246,HV,0.00017932916695881845,0.00023184877269755884,,
774,24348,HH,0.06899573495881296,0.017484208813120457,-11.757515797345564,1.1475169929424414
775,24348,HV,0.000371868011674281,0.0006760659005820695,,
776,247,HH,0.10986613055397702,0.03221713938387132,-9.777317344658632,1.2828392971745664
777,247,HV,0.0007373465215220723,0.0004873184557935022,,
778,41102,HH,0.0096255956661169,0.003050278729483956,-20.383515332782938,1.3908391691402713
779,41102,HV,-6.460385398345485e-06,0.00017484176956461954,,
780,248,VV,0.0029268808452697016,0.0019973444921309487,,
781,248,VH,0.0001268203038880537,0.0005116623446069787,,
782,249,HH,0.005469870027256696,0.0018904759479034506,-22.885889858308065,1.5589085133203664
783,249,HV,-3.6948258542577314e-05,0.00018082243316962116,,
784,250,HH,0.010946271930629024,0.0036140513871575257,-19.842477456765767,1.4509621333659213
785,250,HV,4.557630385102992e-05,0.0001973264160340439,,
786,24353,HH,0.0008803949600364392,0.00045574253767626855,,
787,24353,HV,-2.2814461745979067e-05,0.00021036401210828754,,
788,251,VV,0.014680947728251997,0.007473769852488389,,
789,251,VH,0.00015555504191406273,0.0006746148141200866,,
790,252,HH,0.42214595691041545,0.1142782905787081,-3.909155375117604,1.21225345197957
791,252,HV,0.0005172453412464766,0.0005787285303046783,,
792,41108,HH,0.055863502062150634,0.017429936436613388,-12.742754094345,1.3848177721310468
793,41108,HV,0.00028771540748846893,0.0003868270351510706,,
794,253,HH,0.04944287514749135,0.012761873885456774,-13.20321922499956,1.1272072192058553
795,253,HV,1.4448727435984782e-05,0.0005666801727948271,,
796,254,HH,0.014026071077585035,0.0046592689578136455,-18.7721243671102,1.4716625952937898
797,254,HV,0.00048036116729644656,0.0003053922920573086,,
798,255,VV,0.05270427976373877,0.026679095892145205,-13.359892444276376,2.35435835634449
799,255,VH,0.0007831811679714504,0.001988190320628585,,
800,256,VV,0.007540031500456348,0.0049555720601129,,
801,256,VH,-0.00027165940593200914,0.001162835190531031,,
802,257,HH,0.009378608123503905,0.0031424677897675768,-20.530407162541515,1.5116202955396345
803,257,HV,0.000730195560427321,0.0004042891167456007,,
804,24358,HH,0.06435278868329725,0.01670454247647583,-12.061390489654096,1.1416989553645704
805,24358,HV,0.0003417221064578761,0.0006983457127325395,,
806,258,HH,0.041848466579964716,0.01333828911906266,-14.008400813085165,1.42552642989132
807,258,HV,0.00018641766288175432,0.00033224545035849046,,
808,41112,HH,0.012618859590657143,0.003952750254151241,-19.20307723332312,1.3769587606609883
809,41112,HV,0.0002824359714542427,0.00025337097317047785,,
810,259,VV,0.017171928934088785,0.00969258986393824,-18.34245187981704,2.558523270333896
811,259,VH,0.0004654402191744094,0.0006997288080119337,,
812,260,HH,0.05425929552274504,0.01934402009840601,-12.92079278378224,1.5291518887520659
813,260,HV,0.0008796011577067233,0.00048611125299484313,,
814,261,HH,0.028862787782986857,0.009607926673025919,-15.637249059232154,1.4660709297113104
815,261,HV,0.0008405484739109352,0.00048178941559540395,,
816,24362,HH,0.0101975304486752,0.0034370430915626497,-20.167484345185258,1.5100099603650425
817,24362,HV,0.0009876544104290303,0.000518616958002588,,
818,262,VV,0.046698996133361426,0.024069716763204463,-13.88415968146507,2.3205627869637233
819,262,VH,0.0006444859219653358,0.0009170430457040122,,
820,263,HH,0.2772277153000366,0.06939449886757176,-5.706215848022002,1.087462586327992
821,263,HV,0.0002840878488323218,0.0005910407658622609,,
822,41118,HH,0.0478767201841291,0.015450571930734956,-13.422164537967644,1.4074681324474654
823,41118,HV,0.00026098760680493606,0.0003948612670586151,,
824,264,HH,0.06142301618557208,0.01581409524913775,-12.261416054859241,1.1311413575607998
825,264,HV,0.00028993252657652686,0.000655497600029198,,
826,265,HH,0.005584334598665667,0.001889501405184154,-22.777346848931288,1.4813336346845292
827,265,HV,0.00043871215453976056,0.0002929735022149999,,
828,266,VV,0.01982967530320037,0.011330380537409788,,
829,266,VH,0.0004831299534423135,0.0018699907787258952,,
830,267,VV,0.021133655521475947,0.011799186965485186,,
831,267,VH,7.024345232541274e-06,0.0013232091006369177,,
832,268,HH,0.008207215455279056,0.002596866771352622,-21.076571041366517,1.3958990263223414
833,268,HV,0.0001860680990697974,0.00022421881571722916,,
834,24367,HH,0.07109375156850012,0.017878473162128233,-11.621892679569264,1.117870900901468
835,24367,HV,0.0002465136605049276,0.0006423146681633378,,
836,269,HH,0.03884983379383423,0.011189255813581555,-14.285807031801353,1.2631572157076867
837,269,HV,5.4516466305740126e-05,0.0002938023960639817,,
838,41122,HH,0.00538951225368886,0.0017932441276929183,-22.936058236711833,1.519097491031065
839,41122,HV,-3.7668394647568693e-06,0.0001803661325043489,,
840,270,VV,0.007849900614314868,0.004331220933474762,,
841,270,VH,0.0003664069539001883,0.0006534517987583225,,
842,271,HH,0.016852185765675362,0.0051555108375056745,-17.93271099241964,1.328324496743874
843,271,HV,0.0001277687641772269,0.00023731643786653787,,
844,272,HH,0.000506158985016691,0.0008718871061991753,,
845,272,HV,-8.63706334052307e-05,0.0001660904308790971,,
846,24371,HH,0.00461957903011136,0.005471479519982736,,
847,24371,HV,0.002250644531120677,0.002900913126516147,,
848,273,VV,0.011386594885190565,0.006126320903300365,,
849,273,VH,0.00019969259281198097,0.000692603060529036,,
850,274,HH,0.49934639183110274,0.12779144200156506,-3.1576173700024692,1.1158175265298078
851,274,HV,0.0006379740257806167,0.0006384920864602574,,
852,1683,HH,0.027483726670639377,0.008719089228933337,-15.821424313621742,1.3644861105467774
853,1683,HV,0.00045097568067382145,0.0005952252732358474,,
854,41127,HH,0.05071840908210637,0.015886726460223682,-13.162586603491889,1.3811972336243017
855,41127,HV,0.00039311283388449123,0.0004494489189863188,,
856,275,HH,0.09125632433301077,0.026308447945960007,-10.570806575617265,1.2290708103926746
857,275,HV,0.0004709800362699603,0.0006966164805979902,,
858,276,HH,0.014894959476425215,0.004763863932630147,-18.490629133496924,1.401434838691674
859,276,HV,0.0010873811626854486,0.0004696917603925325,,
860,277,VV,0.04690209181358185,0.02514443344613726,,
861,277,VH,0.0017190704964880387,0.002502607181939995,,
862,278,VV,0.01714171419968707,0.0097411960994826,,
863,278,VH,-3.978197424804679e-05,0.001270573074796663,,
864,279,HH,0.007438864184520471,0.0024655802186287377,-21.522134307797877,1.4533194112927297
865,279,HV,0.000534549719165427,0.0003439296742857905,,
866,24376,HH,0.10445306871584112,0.02636963690202707,-9.952180767169484,1.1234862960945942
867,24376,HV,0.0006738816287867066,0.0007531334275032581,,
868,280,HH,0.09209069810233987,0.0302317935121548,-10.595036619221156,1.4590855234842541
869,280,HV,0.0009951910892336709,0.0005436000988492389,,
870,1685,HH,0.02937902552980095,0.009133847149165172,-15.53023113945297,1.3703003910071752
871,1685,HV,0.0013441911181375128,0.0006242826850456131,-29.181812169096943,2.079334453790507
872,41130,HH,0.05470389105777646,0.01742868743014527,-12.839901977904155,1.3995985532173871
873,41130,HV,0.0018851182720561912,0.0007652906204403709,-27.62293544013445,1.879366550825187
874,281,VV,0.001669972938541699,0.00200770922309847,,
875,281,VH,9.698555574469743e-05,0.0005081133728982357,,
876,40880,VV,,,,
877,40880,VH,,,,
878,282,HH,0.008461512611637375,0.0040257110148473815,-21.208708010250763,2.091028559105651
879,282,HV,-2.3662886215685388e-05,0.00018245363297416054,,
880,283,HH,0.016398540114319363,0.005279364611184378,-18.078351794337678,1.4233653156097648
881,283,HV,0.0005916902513884887,0.0003721460175917846,,
882,24380,HH,0.02233229681233401,0.0274158862111838,-18.854914315604766,4.195386069642531
883,24380,HV,0.0022253748079230492,0.005124144885162087,,
884,40881,HH,0.29532271385723047,0.07530204426998706,-5.435592203554556,1.0996701934040398
885,40881,HV,0.0007561023482981418,0.0008118440922048518,,
886,284,VV,0.011466659898647372,0.006836472733459624,,
887,284,VH,0.00011018030805078942,0.0006567442463142622,,
888,285,HH,0.49038612553036715,0.13372695683466135,-3.260363021759559,1.2192578394502314
889,285,HV,0.0009594927538527348,0.000752947300101756,,
890,1692,HH,0.02827682576875231,0.0091715867562951,-15.710185621271386,1.4085675987677682
891,1692,HV,0.0005280134979493116,0.000599102259635242,,
892,41136,HH,0.0692338563481825,0.02229191762790444,-11.815453954591023,1.3885160606830564
893,41136,HV,0.0006353008234889179,0.0004933853945334708,,
894,286,HH,0.09706917546529369,0.026685468272552745,-10.289947789883005,1.1875317347105616
895,286,HV,0.0011763874012742843,0.0008939084206823231,,
896,287,HH,0.003472904777285277,0.0014273081723483497,-24.951154149349893,1.78512206117448
897,287,HV,2.2117026803602986e-05,0.00015450720041923586,,
898,288,VV,0.046749120912427874,0.025709904474197482,,
899,288,VH,0.0012154883889030964,0.002272443511174386,,
900,289,VV,0.021230670756829325,0.011609217558701208,,
901,289,VH,-0.0001718622449147601,0.0012023847890289604,,
902,290,HH,0.0035207705046431874,0.0012471169719722203,-24.82806677258662,1.662808824805089
903,290,HV,-1.6680370274967093e-06,0.00016915239827863525,,
904,24385,HH,0.05153248035939396,0.013100119378693294,-13.017619622645107,1.101457794502483
905,24385,HV,9.839965952725469e-05,0.0006440298211983909,,
906,291,HH,0.06257061344425799,0.021128316517809515,-12.276124709178077,1.4590868078871357
907,291,HV,0.0003665075983816085,0.0003814416719805181,,
908,1695,HH,0.003932266011854735,0.001294605775911093,-24.294941847847426,1.4745321333097947
909,1695,HV,4.611459250078283e-05,0.00013710514937565556,,
910,41140,HH,0.0084543755418234,0.002768281755241761,-20.97333435606013,1.4932428007654586
911,41140,HV,7.353056938190127e-05,0.00019612094051245498,,
912,292,VV,0.007073450210801274,0.003910713771135854,,
913,292,VH,0.00020094247944565406,0.0005617866240107581,,
914,293,HH,0.02486772886484406,0.00799579137248555,-16.270070912433248,1.4217094374658599
915,293,HV,0.00027681118146455705,0.000282148156775054,,
916,294,HH,0.007822832124653482,0.002655438180363929,-21.318648597144662,1.506552176987179
917,294,HV,5.7158042812478535e-05,0.00019559226009980744,,
918,24390,HH,0.0036123007183567635,0.0017391843732467542,-24.909043245788798,2.093810252068593
919,24390,HV,0.0004169997503235688,0.00046669084281159994,,
920,295,VV,0.010362599737036505,0.005768814311691073,,
921,295,VH,6.0331731147986477e-05,0.0006205648006677297,,
922,296,HH,0.22418087339960882,0.053886890340584345,-6.621199498639059,1.0621154734068003
923,296,HV,9.406836451330639e-05,0.0005191145298786494,,
924,1703,HH,0.006072506480468208,0.0024474958304023272,-22.53328531230496,1.8478988764631226
925,1703,HV,-0.00011497733787288709,0.00038667742318298115,,
926,41146,HH,0.04189395534889502,0.012274804866931978,-13.970675427543704,1.3185081259491307
927,41146,HV,6.024655812375921e-05,0.0003333570347791264,,
928,297,VV,0.007538304940922774,0.004613023238125155,,
929,297,VH,0.00037279815212309085,0.00080213189625068,,
930,1704,VV,0.034562028224513014,0.01834103225257182,,
931,1704,VH,0.00010949437820925832,0.001674511704683245,,
932,298,VV,0.021373400640749315,0.013958211631041101,,
933,298,VH,9.854952703369688e-05,0.0016557673450295738,,
934,48206,VV,0.012486545794541962,0.007610403661581258,,
935,48206,VH,0.00030416487373605817,0.00049413951796808,,
936,299,VV,0.06506664710567074,0.04610587903142601,-12.855782317834466,3.0343315932761676
937,299,VH,0.0010036168681429745,0.001638345290665972,,
938,300,VV,0.049603256204085074,0.02886104508917769,-13.767947869914197,2.606162337555993
939,300,VH,0.001203669499631348,0.0012138576951715291,,
940,1708,VV,0.050890262632687235,0.026096545287368062,,
941,1708,VH,0.0002692655245869932,0.001723894840688156,,
942,301,VV,0.02858621325905027,0.017837666741480813,,
943,301,VH,0.0003349428202727115,0.0017733099870823165,,
944,48210,VV,0.01701883375167482,0.0093454352599516,-18.350887968974067,2.501706452301723
945,48210,VH,0.00034928981063745996,0.0005201218176711207,,
946,302,VV,0.02262823546038352,0.013883705216813964,,
947,302,VH,0.0005053319409099539,0.0008291490021385514,,
948,1712,VV,0.020634832329016434,0.011522897514231344,,
949,1712,VH,1.4084580999356395e-06,0.0015524151261342449,,
950,303,VV,0.020239618290211765,0.015527507162773234,,
951,303,VH,-0.00014477220554131887,0.0015728947912696703,,
952,48214,VV,0.011494897304446028,0.007937993344898002,,
953,48214,VH,0.00018933830360442347,0.00045035363850719906,,
954,304,VV,0.05068586348410717,0.032180895862315706,,
955,304,VH,0.0008132413615171805,0.0015689120328449455,,
956,305,VV,0.021319908997163177,0.011976985127810135,,
957,305,VH,0.0004939380948342676,0.0008532625984515742,,
958,1716,VV,0.025612966022872358,0.015015034548210458,,
959,1716,VH,0.0001111419866936521,0.0016605475951772671,,
960,306,VV,0.13660655694073154,0.07157662993928868,-9.244358561692184,2.368990574874987
961,306,VH,0.0025799145577038965,0.0028963551800350817,,
962,48218,VV,0.0817842884404247,0.042508598718395955,-11.455435147846206,2.321118840390451
963,48218,VH,0.001960230182288622,0.0013175795234329857,,
964,307,VV,0.023659004545728873,0.015345659367883764,,
965,307,VH,0.00029128677606147276,0.0012713935970918525,,
966,308,VV,0.05906374705449894,0.03209109129994866,-12.913349464623241,2.4098049059597875
967,308,VH,0.001899186748032332,0.001600158660834861,,
968,1720,VV,0.04511386238037351,0.02266563817129901,,
969,1720,VH,0.00030773251286544907,0.001795679676351293,,
970,309,VV,0.025198038747749004,0.015751824313727656,,
971,309,VH,0.00023407019880613221,0.0017841804208689738,,
972,48221,VV,0.012264936918451288,0.007107838501389211,,
973,48221,VH,0.000349608077948293,0.0005324809825130304,,
974,310,VV,0.04455147907312678,0.027819733518697463,,
975,310,VH,0.0009441147856260497,0.0015929822015420994,,
976,311,VV,0.105373553644836,0.05747104031192485,-10.407235397234762,2.426905563433262
977,311,VH,0.004527953823384993,0.003044915273638401,,
978,1724,VV,0.07056783534033058,0.03553331642794557,-12.084032399175767,2.3270833482976774
979,1724,VH,0.000653310150919847,0.0019132608142996357,,
980,312,VV,0.023706782628692746,0.0163755509874473,,
981,312,VH,0.00010446295972533718,0.0017644009749569782,,
982,48225,VV,0.022865518411839002,0.012571771045689338,-17.059084366237965,2.464355733525572
983,48225,VH,0.0004723030365396389,0.000621221368727744,,
984,313,VV,0.018232696231357225,0.014543763383003158,,
985,313,VH,0.00010702148989207217,0.0011870508044455818,,
986,314,VV,0.01114178777455631,0.006674647552650455,,
987,314,VH,0.00044919389182681354,0.0008317181990596069,,
988,1728,VV,0.07048145656745873,0.035538169011400875,,
989,1728,VH,0.0008596178146000776,0.00203092683066439,,
990,315,VV,0.011617653707986389,0.008291042963196538,,
991,315,VH,-0.00028845558286035516,0.0015333643359020375,,
992,48228,VV,0.007371289311659501,0.004564679028130358,,
993,48228,VH,9.200805097179932e-05,0.0004013159862756463,,
994,316,VV,0.03583497455166007,0.029596919809033936,,
995,316,VH,0.0008890129206997717,0.0017194333885331451,,
996,317,VV,0.014542882540271227,0.010082990513686633,,
997,317,VH,0.0007102744479961113,0.0010011574898884828,,
998,1732,VV,0.04085103428608657,0.021387785617636865,,
999,1732,VH,0.00059840289342221,0.0019424666838045363,,
1000,318,VV,0.0004458149974731821,0.0027035037717724835,,
1001,318,VH,-0.00038792267084789423,0.0015137684491968832,,
1002,319,VV,0.03031031960716666,0.02009947598005794,,
1003,319,VH,0.0005093680582119101,0.0013920731118187682,,
1004,320,VV,0.009759870626778654,0.006302759023186519,,
1005,320,VH,0.0003778126471828472,0.0008183322624441176,,
1006,1736,VV,0.09411548927790006,0.048380441757670846,-10.845219411088532,2.340180605633285
1007,1736,VH,0.0007504988578208568,0.002032371705579062,,
1008,321,VV,0.02539025345156392,0.01742318008987043,,
1009,321,VH,-4.117869100832945e-05,0.0016868166164329963,,
1010,322,VV,0.022538722377775294,0.013669774277159197,,
1011,322,VH,0.00019587654146014242,0.001232650686100051,,
1012,323,VV,0.007168721318416244,0.004561739808230565,,
1013,323,VH,0.000307148857601179,0.0007733243145891581,,
1014,1740,VV,0.0004893764549882072,0.0019253947660379024,,
1015,1740,VH,-8.423874884671462e-05,0.0016114499662466517,,
1016,324,VV,0.021247097147711277,0.012984604194689343,,
1017,324,VH,-1.926445522090274e-05,0.0015607918532834601,,
1018,48231,VV,0.012418159077225889,0.006609107301984817,-19.70034706523579,2.4863398280427855
1019,48231,VH,0.00020006481486928526,0.00042772872446004886,,
1020,325,VV,0.026763041072976532,0.01736704649898736,,
1021,325,VH,0.00027480492186785914,0.001289584539966706,,
1022,326,VV,0.006926798644246665,0.004550217607518294,,
1023,326,VH,0.000319947010911104,0.000782628849516346,,
1024,1744,VV,0.028194965786386833,0.015357719589426638,,
1025,1744,VH,7.706387608657425e-05,0.0017190343899483886,,
1026,327,VV,0.03463718870852272,0.01969752830549458,,
1027,327,VH,0.0004913698637471968,0.0019288277911118491,,
1028,48235,VV,0.04032762876388255,0.020505878668180478,-14.512419179823528,2.305609262586079
1029,48235,VH,0.0012423754045862278,0.0009903391576929622,,
1030,328,VV,0.015341782403761314,0.009703188879475777,,
1031,328,VH,0.00011337944987306161,0.0011582279248286327,,
1032,329,VV,0.022722923907194083,0.012332701054239857,,
1033,329,VH,0.0005812652617882571,0.0009095813673139736,,
1034,1747,VV,0.036471855659375815,0.01891741010481072,,
1035,1747,VH,0.0001900001116161833,0.0017381669869683794,,
1036,330,VV,0.049275736079904195,0.02643682990857816,,
1037,330,VH,0.0005915028046806394,0.0019717968768125163,,
1038,48239,VV,0.00716031484421426,0.0041820300620455005,,
1039,48239,VH,8.89800133955022e-05,0.00039938299200883753,,
1040,331,VV,0.014227914662414876,0.008500626642328406,,
1041,331,VH,-6.293092773487442e-06,0.00110084424471511,,
1042,332,VV,0.00017503493182624802,0.000828041609806726,,
1043,332,VH,0.00015961217822168947,0.0007080059950737152,,
1044,1754,VV,0.022126366845415673,0.012028088256724087,,
1045,1754,VH,1.7601031615428045e-05,0.00169011197588885,,
1046,333,VV,0.00861201005101705,0.006599551833753646,,
1047,333,VH,-0.00032720112249214273,0.0015516139853355678,,
1048,48245,VV,0.008030073583136002,0.0048326327722765725,,
1049,48245,VH,0.00010940393774618662,0.0004148516210739833,,
1050,334,VV,0.007694983834686617,0.005316240419442545,,
1051,334,VH,-5.333829331578742e-06,0.0011682538733295649,,
1052,335,VV,0.004264040805822306,0.003072506965560252,,
1053,335,VH,0.0002481840432165838,0.0007696254249553635,,
1054,1761,VV,0.011444613474384765,0.00755629869478447,,
1055,1761,VH,9.450656532308795e-06,0.0017199854753210686,,
1056,336,VV,0.026508858191195,0.01504621824583863,,
1057,336,VH,-7.512204517225781e-05,0.0016781647417071438,,
1058,48250,VV,0.029460377105179396,0.015623835223681083,-15.917273712277083,2.383880952676929
1059,48250,VH,0.0005594195782370984,0.0006615684630600274,,
1060,337,VV,0.028089061860013913,0.015366094570769076,,
1061,337,VH,0.0002487345261153276,0.0012690122903324396,,
1062,338,VV,0.026723352129827647,0.014980923643098654,,
1063,338,VH,0.000690531955840632,0.0009490110599535384,,
1064,1765,VV,0.04251468579319366,0.021707053413938502,,
1065,1765,VH,0.00020481329193073691,0.001761398506621041,,
1066,339,VV,0.05916668853882588,0.031214100545768352,,
1067,339,VH,0.0011993627596640906,0.0022237963314662838,,
1068,48254,VV,0.007846171459152396,0.004593037340071721,,
1069,48254,VH,0.00012360315351225948,0.00041473966824763265,,
1070,340,VV,0.014446708679334994,0.009915802318949144,,
1071,340,VH,4.477563452298347e-05,0.0011934270994797386,,
1072,341,VV,0.007801258193808287,0.006340482686868592,,
1073,341,VH,-0.0003877113998921866,0.001437047232482599,,
1074,48256,VV,0.0018638960606693076,0.0018533226049456744,,
1075,48256,VH,2.666654885929748e-05,0.00036108078462778603,,
1076,342,VV,0.0011043070441260313,0.0025115459949938542,,
1077,342,VH,-3.393366270846254e-05,0.0011620897539282612,,
1078,343,VV,0.059980581250456744,0.03069274313297692,-12.795932561738603,2.323868455899677
1079,343,VH,0.0015580271644594346,0.0014048784714928702,,
1080,1770,VV,0.018891250002861095,0.010708972856264333,,
1081,1770,VH,3.2220391577901655e-05,0.0016878007653182607,,
1082,344,VV,0.017745729831343395,0.012148402466527354,,
1083,344,VH,-0.0001507281972438039,0.0016627167263913183,,
1084,48260,VV,0.004319993778420001,0.0030714453682843448,,
1085,48260,VH,5.217295926399558e-05,0.0003890446673131903,,
1086,345,VV,0.03492245017406388,0.018762913893844005,,
1087,345,VH,0.0008112359555486834,0.0016146091083650133,,
1088,346,VV,0.03377258620369996,0.017133013421526053,-15.28700091205139,2.3279777525899967
1089,346,VH,0.0007776759663922869,0.0009774505852352348,,
